345,3458A,2022-01-07_17:17:25,1.0000019290,22.3,38.24
346,3457A,2022-01-07_17:17:25,1.0000053000,22.3,38.24
347,3458A,2022-01-07_17:17:28,1.0000025430,22.31,38.18
348,3457A,2022-01-07_17:17:28,1.0000055000,22.31,38.18
349,3458A,2022-01-07_17:17:30,1.0000024410,22.3,38.19
350,3457A,2022-01-07_17:17:30,1.0000046000,22.3,38.19
351,3458A,2022-01-07_17:17:32,1.0000026900,22.31,38.17
352,3457A,2022-01-07_17:17:32,1.0000049000,22.31,38.17
353,3458A,2022-01-07_17:17:33,1.0000025870,22.3,38.18
354,3457A,2022-01-07_17:17:33,1.0000052000,22.3,38.18
355,3458A,2022-01-07_17:17:36,1.0000020900,22.28,38.18
356,3457A,2022-01-07_17:17:36,1.0000054000,22.28,38.18
357,3458A,2022-01-07_17:17:38,1.0000024560,22.3,38.21
358,3457A,2022-01-07_17:17:38,1.0000046000,22.3,38.21
359,3458A,2022-01-07_17:17:39,1.0000017090,22.31,38.16
360,3457A,2022-01-07_17:17:39,1.0000045000,22.31,38.16
361,3458A,2022-01-07_17:17:42,1.0000024120,22.31,38.17
362,3457A,2022-01-07_17:17:42,1.0000049000,22.31,38.17
363,3458A,2022-01-07_17:17:44,1.0000020460,22.31,38.18
364,3457A,2022-01-07_17:17:44,1.0000051000,22.31,38.18
365,3458A,2022-01-07_17:17:46,1.0000028800,22.31,38.16
366,3457A,2022-01-07_17:17:46,1.0000046000,22.31,38.16
367,3458A,2022-01-07_17:17:47,1.0000021780,22.3,38.14
368,3457A,2022-01-07_17:17:47,1.0000051000,22.3,38.14
369,3458A,2022-01-07_17:17:50,1.0000022650,22.31,38.16
370,3457A,2022-01-07_17:17:50,1.0000054000,22.31,38.16
371,3458A,2022-01-07_17:17:52,1.0000024560,22.3,38.13
372,3457A,2022-01-07_17:17:52,1.0000047000,22.3,38.13
373,3458A,2022-01-07_17:17:53,1.0000029240,22.3,38.10
374,3457A,2022-01-07_17:17:53,1.0000047000,22.3,38.10
375,3458A,2022-01-07_17:17:56,1.0000015780,22.31,38.12
376,3457A,2022-01-07_17:17:56,1.0000050000,22.31,38.12
377,3458A,2022-01-07_17:17:58,1.0000022800,22.31,38.14
378,3457A,2022-01-07_17:17:58,1.0000054000,22.31,38.14
379,3458A,2022-01-07_17:18:00,1.0000029680,22.32,38.09
380,3457A,2022-01-07_17:18:00,1.0000054000,22.32,38.09
381,3458A,2022-01-07_17:18:01,1.0000018700,22.32,38.07
382,3457A,2022-01-07_17:18:01,1.0000049000,22.32,38.07
383,3458A,2022-01-07_17:18:04,1.0000019870,22.31,38.12
384,3457A,2022-01-07_17:18:04,1.0000052000,22.31,38.12
385,3458A,2022-01-07_17:18:06,1.0000020900,22.32,38.07
386,3457A,2022-01-07_17:18:06,1.0000054000,22.32,38.07
387,3458A,2022-01-07_17:18:07,1.0000022360,22.32,38.08
388,3457A,2022-01-07_17:18:07,1.0000051000,22.32,38.08
389,3458A,2022-01-07_17:18:10,1.0000026750,22.31,38.13
390,3457A,2022-01-07_17:18:10,1.0000049000,22.31,38.13
391,3458A,2022-01-07_17:18:12,1.0000030550,22.3,38.07
392,3457A,2022-01-07_17:18:12,1.0000036000,22.3,38.07
393,3458A,2022-01-07_17:18:14,1.0000024850,22.34,38.07
394,3457A,2022-01-07_17:18:14,1.0000053000,22.34,38.07
395,3458A,2022-01-07_17:18:15,1.0000021040,22.32,38.04
396,3457A,2022-01-07_17:18:15,1.0000057000,22.32,38.04
397,3458A,2022-01-07_17:18:18,1.0000023530,22.32,38.04
398,3457A,2022-01-07_17:18:18,1.0000047000,22.32,38.04
399,3458A,2022-01-07_17:18:20,1.0000026160,22.31,38.05
400,3457A,2022-01-07_17:18:20,1.0000058000,22.31,38.05
401,3458A,2022-01-07_17:18:22,1.0000018560,22.3,38.07
402,3457A,2022-01-07_17:18:22,1.0000046000,22.3,38.07
403,3458A,2022-01-07_17:18:23,1.0000018270,22.3,38.07
404,3457A,2022-01-07_17:18:23,1.0000057000,22.3,38.07
405,3458A,2022-01-07_17:18:26,1.0000024990,22.31,38.07
406,3457A,2022-01-07_17:18:26,1.0000047000,22.31,38.07
407,3458A,2022-01-07_17:18:28,1.0000024410,22.3,38.10
408,3457A,2022-01-07_17:18:28,1.0000053000,22.3,38.10
409,3458A,2022-01-07_17:18:29,1.0000025870,22.27,38.08
410,3457A,2022-01-07_17:18:29,1.0000054000,22.27,38.08
411,3458A,2022-01-07_17:18:32,1.0000022510,22.31,38.12
